algorithm,key_generation_ms,encapsulation_ms,decapsulation_ms,exchange_ms,public_key_size,private_key_size,ciphertext_size,shared_secret_size,success,iteration
ECDH-P256,0.03458303399384022,0.13395794667303562,0.01708406489342451,0.15104201156646013,91,138,48,32,True,141
ECDH-P256,0.033624935895204544,0.12041698209941387,0.01625006552785635,0.13666704762727022,91,138,48,32,True,142
ECDH-P256,0.03366603050380945,0.12054189573973417,0.01645891461521387,0.13700081035494804,91,138,48,32,True,143
ECDH-P256,0.03350002225488424,0.12004200834780931,0.01637497916817665,0.13641698751598597,91,138,48,32,True,144
ECDH-P256,0.03320805262774229,0.12049998622387648,0.016291975043714046,0.13679196126759052,91,138,48,32,True,145
ECDH-P256,0.035375007428228855,0.164708006195724,0.01950003206729889,0.1842080382630229,91,138,48,32,True,146
ECDH-P256,0.03550003748387098,0.1204590080305934,0.016625039279460907,0.1370840473100543,91,138,48,32,True,147
ECDH-P256,0.03324996214359999,0.13025000225752592,0.016625039279460907,0.14687504153698683,91,138,48,32,True,148
ECDH-P256,0.03362505231052637,0.12004189193248749,0.016292091459035873,0.13633398339152336,91,138,48,32,True,149
ECDH-P256,0.11329201515763998,0.1527499407529831,0.05591695662587881,0.2086668973788619,91,138,48,32,True,150
ECDH-P256,0.037207966670393944,0.12191606219857931,0.020292005501687527,0.14220806770026684,91,138,48,32,True,151
ECDH-P256,0.033291056752204895,0.12012501247227192,0.01641607377678156,0.13654108624905348,91,138,48,32,True,152
ECDH-P256,0.03374996595084667,0.16412499826401472,0.017417012713849545,0.18154201097786427,91,138,48,32,True,153
ECDH-P256,0.03470794763416052,0.12250000145286322,0.016749952919781208,0.13924995437264442,91,138,48,32,True,154
ECDH-P256,0.03412493970245123,0.12279197108000517,0.016832957044243813,0.13962492812424898,91,138,48,32,True,155
ECDH-P256,0.03433297388255596,0.12274994514882565,0.01666706521064043,0.13941701035946608,91,138,48,32,True,156
ECDH-P256,0.03324996214359999,0.1218330580741167,0.016583013348281384,0.1384160714223981,91,138,48,32,True,157
ECDH-P256,0.03404100425541401,0.12204202357679605,0.016625039279460907,0.13866706285625696,91,138,48,32,True,158
ECDH-P256,0.034208991564810276,0.12204190716147423,0.016666017472743988,0.13870792463421822,91,138,48,32,True,159
ECDH-P256,0.033791991882026196,0.12208404950797558,0.01679197885096073,0.1388760283589363,91,138,48,32,True,160
ECDH-P256,0.033958000130951405,0.12470793444663286,0.01679197885096073,0.1414999132975936,91,138,48,32,True,161
ECDH-P256,0.034041935577988625,0.16366702038794756,0.04704098682850599,0.21070800721645355,91,138,48,32,True,162
ECDH-P256,0.05666597280651331,0.13666599988937378,0.020249979570508003,0.15691597945988178,91,138,48,32,True,163
ECDH-P256,0.03708398435264826,0.13229192700237036,0.018874998204410076,0.15116692520678043,91,138,48,32,True,164
ECDH-P256,0.03683299291878939,0.1272499794140458,0.018249964341521263,0.14549994375556707,91,138,48,32,True,165
ECDH-P256,0.035792007111012936,0.12958294246345758,0.018249964341521263,0.14783290680497885,91,138,48,32,True,166
ECDH-P256,0.03779097460210323,0.13158295769244432,0.04845799412578344,0.18004095181822777,91,138,48,32,True,167
ECDH-P256,0.03687501884996891,0.12395903468132019,0.01879199407994747,0.14275102876126766,91,138,48,32,True,168
ECDH-P256,0.03429199568927288,0.12379104737192392,0.01695798709988594,0.14074903447180986,91,138,48,32,True,169
ECDH-P256,0.07441698107868433,0.2683750353753567,0.031499890610575676,0.29987492598593235,91,138,48,32,True,170
ECDH-P256,0.044665997847914696,0.13070798013359308,0.019417027942836285,0.15012500807642937,91,138,48,32,True,171
ECDH-P256,0.03708305303007364,0.1648329198360443,0.030249939300119877,0.1950828591361642,91,138,48,32,True,172
ECDH-P256,0.052625080570578575,0.13325002510100603,0.0212501036003232,0.15450012870132923,91,138,48,32,True,173
ECDH-P256,0.05450006574392319,0.13316597323864698,0.034499913454055786,0.16766588669270277,91,138,48,32,True,174
ECDH-P256,0.038375030271708965,0.12516696006059647,0.020083971321582794,0.14525093138217926,91,138,48,32,True,175
ECDH-P256,0.038499943912029266,0.12733391486108303,0.017875107005238533,0.14520902186632156,91,138,48,32,True,176
ECDH-P256,0.03591610584408045,0.12700003571808338,0.017874990589916706,0.1448750263080001,91,138,48,32,True,177
ECDH-P256,0.03595894668251276,0.1243329606950283,0.016834004782140255,0.14116696547716856,91,138,48,32,True,178
ECDH-P256,0.034374999813735485,0.12454099487513304,0.018416903913021088,0.14295789878815413,91,138,48,32,True,179
ECDH-P256,0.036375015042722225,0.12562505435198545,0.01720793079584837,0.14283298514783382,91,138,48,32,True,180
ECDH-P256,0.0350000336766243,0.12858305126428604,0.017249956727027893,0.14583300799131393,91,138,48,32,True,181
ECDH-P256,0.03591598942875862,0.18512492533773184,0.02245791256427765,0.2075828379020095,91,138,48,32,True,182
ECDH-P256,0.04212500061839819,0.2550410572439432,0.022625084966421127,0.27766614221036434,91,138,48,32,True,183
ECDH-P256,0.042750034481287,0.128875020891428,0.017292099073529243,0.14616711996495724,91,138,48,32,True,184
ECDH-P256,0.03516697324812412,0.1461249776184559,0.02037500962615013,0.16649998724460602,91,138,48,32,True,185
ECDH-P256,0.036458950489759445,0.12254202738404274,0.01750001683831215,0.1400420442223549,91,138,48,32,True,186
ECDH-P256,0.03450002986937761,0.1230830093845725,0.016832957044243813,0.13991596642881632,91,138,48,32,True,187
ECDH-P256,0.034624943509697914,0.12400001287460327,0.01691700890660286,0.14091702178120613,91,138,48,32,True,188
ECDH-P256,0.03450002986937761,0.12195901945233345,0.01679197885096073,0.13875099830329418,91,138,48,32,True,189
ECDH-P256,0.03558304160833359,0.12858293484896421,0.016749952919781208,0.14533288776874542,91,138,48,32,True,190
ECDH-P256,0.033917021937668324,0.12045796029269695,0.016415957361459732,0.13687391765415668,91,138,48,32,True,191
ECDH-P256,0.03345799632370472,0.12041593436151743,0.016333069652318954,0.13674900401383638,91,138,48,32,True,192
ECDH-P256,0.03341608680784702,0.12066704221069813,0.016417005099356174,0.1370840473100543,91,138,48,32,True,193
ECDH-P256,0.034207943826913834,0.12037495616823435,0.016457983292639256,0.1368329394608736,91,138,48,32,True,194
